51 0 AP890503-0279  1 0.26781082 run-1
51 0 AP890616-0083  583 0.010347934 run-1
51 0 AP891026-0151  584 0.010347934 run-1
51 0 AP890809-0019  585 0.010347934 run-1
51 0 AP891130-0114  586 0.010347934 run-1
51 0 AP890320-0023  587 0.010347934 run-1
51 0 AP891211-0203  588 0.010347934 run-1
51 0 AP890713-0201  589 0.010347934 run-1
51 0 AP890111-0182  590 0.010347934 run-1
51 0 AP890127-0155  591 0.010347934 run-1
51 0 AP890828-0153  592 0.010347934 run-1
51 0 AP891230-0063  593 0.010347934 run-1
51 0 AP890223-0031  594 0.010347934 run-1
51 0 AP890731-0112  595 0.010347934 run-1
51 0 AP890731-0118  596 0.010347934 run-1
51 0 AP890302-0326  597 0.010347934 run-1
51 0 AP890426-0206  598 0.010347934 run-1
51 0 AP890426-0226  599 0.010347934 run-1
51 0 AP890714-0035  600 0.010347934 run-1
51 0 AP890705-0137  601 0.010347934 run-1
51 0 AP890626-0264  602 0.010347934 run-1
51 0 AP890924-0079  603 0.010347934 run-1
51 0 AP890522-0301  604 0.010347934 run-1
51 0 AP890128-0132  605 0.010347934 run-1
51 0 AP891114-0022  606 0.010347934 run-1
51 0 AP890322-0041  607 0.010347934 run-1
51 0 AP890609-0148  608 0.010347934 run-1
51 0 AP891106-0014  609 0.010347934 run-1
51 0 AP891011-0233  610 0.010347934 run-1
51 0 AP890523-0018  611 0.010347934 run-1
51 0 AP891221-0104  612 0.010347934 run-1
51 0 AP891106-0065  613 0.010347934 run-1
51 0 AP890304-0118  614 0.010347934 run-1
51 0 AP890531-0305  615 0.010347934 run-1
51 0 AP890715-0006  616 0.010347934 run-1
51 0 AP890427-0241  617 0.010347934 run-1
51 0 AP890515-0090  618 0.010347934 run-1
51 0 AP890401-0096  619 0.010347934 run-1
51 0 AP891123-0040  620 0.010347934 run-1
51 0 AP890130-0051  621 0.010347934 run-1
51 0 AP890215-0174  622 0.010347934 run-1
51 0 AP890811-0024  623 0.010347934 run-1
51 0 AP890515-0157  624 0.010347934 run-1
51 0 AP890802-0025  625 0.010347934 run-1
51 0 AP890215-0202  626 0.010347934 run-1
51 0 AP890412-0017  627 0.010347934 run-1
51 0 AP890601-0132  628 0.010347934 run-1
51 0 AP890130-0106  629 0.010347934 run-1
51 0 AP890628-0029  630 0.010347934 run-1
51 0 AP890113-0156  631 0.010347934 run-1
51 0 AP891213-0183  632 0.010347934 run-1
51 0 AP890610-0109  633 0.010347934 run-1
51 0 AP890610-0110  634 0.010347934 run-1
51 0 AP890524-0049  635 0.010347934 run-1
51 0 AP890105-0219  636 0.010347934 run-1
51 0 AP890412-0116  637 0.010347934 run-1
51 0 AP890114-0003  638 0.010347934 run-1
51 0 AP890628-0184  639 0.010347934 run-1
51 0 AP890802-0205  640 0.010347934 run-1
51 0 AP890601-0336  641 0.010347934 run-1
51 0 AP890131-0070  642 0.010347934 run-1
51 0 AP890429-0013  643 0.010347934 run-1
51 0 AP891021-0091  644 0.010347934 run-1
51 0 AP890831-0108  645 0.010347934 run-1
51 0 AP890812-0081  646 0.010347934 run-1
51 0 AP890413-0011  647 0.010347934 run-1
51 0 AP891013-0083  648 0.010347934 run-1
51 0 AP890803-0071  649 0.010347934 run-1
51 0 AP891223-0072  650 0.010347934 run-1
51 0 AP890629-0147  651 0.010347934 run-1
51 0 AP890726-0091  652 0.010347934 run-1
51 0 AP890405-0021  653 0.010347934 run-1
51 0 AP891005-0149  654 0.010347934 run-1
51 0 AP890726-0149  655 0.010347934 run-1
51 0 AP890927-0182  656 0.010347934 run-1
51 0 AP890324-0132  657 0.010347934 run-1
51 0 AP890217-0165  658 0.010347934 run-1
51 0 AP890726-0221  659 0.010347934 run-1
51 0 AP891031-0179  660 0.010347934 run-1
51 0 AP890710-0108  661 0.010347934 run-1
51 0 AP890928-0028  662 0.010347934 run-1
51 0 AP890316-0052  663 0.010347934 run-1
51 0 AP890804-0070  664 0.010347934 run-1
51 0 AP890613-0242  665 0.010347934 run-1
51 0 AP891117-0100  666 0.010347934 run-1
51 0 AP890526-0019  667 0.010347934 run-1
51 0 AP890325-0073  668 0.010347934 run-1
51 0 AP891024-0013  669 0.010347934 run-1
51 0 AP890727-0095  670 0.010347934 run-1
51 0 AP891216-0042  671 0.010347934 run-1
51 0 AP890526-0071  672 0.010347934 run-1
51 0 AP891006-0129  673 0.010347934 run-1
51 0 AP890210-0014  674 0.010347934 run-1
51 0 AP890201-0281  675 0.010347934 run-1
51 0 AP890727-0166  676 0.010347934 run-1
51 0 AP891016-0159  677 0.010347934 run-1
51 0 AP890912-0071  678 0.010347934 run-1
51 0 AP890614-0106  679 0.010347934 run-1
51 0 AP891024-0118  680 0.010347934 run-1
51 0 AP890701-0017  681 0.010347934 run-1
51 0 AP890711-0092  682 0.010347934 run-1
51 0 AP891217-0043  683 0.010347934 run-1
51 0 AP890622-0300  684 0.010347934 run-1
51 0 AP890929-0051  685 0.010347934 run-1
51 0 AP890904-0107  686 0.010347934 run-1
51 0 AP890807-0034  687 0.010347934 run-1
51 0 AP890416-0061  688 0.010347934 run-1
51 0 AP890623-0138  689 0.010347934 run-1
51 0 AP890712-0087  690 0.010347934 run-1
51 0 AP891025-0145  691 0.010347934 run-1
51 0 AP890511-0222  692 0.009298987 run-1
51 0 AP890519-0268  693 0.009298987 run-1
51 0 AP890407-0321  694 0.009298987 run-1
51 0 AP890425-0251  695 0.009298987 run-1
51 0 AP890111-0078  696 0.009298987 run-1
51 0 AP890329-0213  697 0.009298987 run-1
51 0 AP890111-0217  698 0.009298987 run-1
51 0 AP890818-0180  699 0.009298987 run-1
51 0 AP890722-0154  700 0.009298987 run-1
51 0 AP890617-0120  701 0.009298987 run-1
51 0 AP890626-0236  702 0.009298987 run-1
51 0 AP891011-0275  703 0.009298987 run-1
51 0 AP890419-0224  704 0.009298987 run-1
51 0 AP890427-0238  705 0.009298987 run-1
51 0 AP890810-0244  706 0.009298987 run-1
51 0 AP890305-0051  707 0.009298987 run-1
51 0 AP890322-0331  708 0.009298987 run-1
51 0 AP890811-0205  709 0.009298987 run-1
51 0 AP890323-0256  710 0.009298987 run-1
51 0 AP890823-0072  711 0.009298987 run-1
51 0 AP890201-0003  712 0.009298987 run-1
51 0 AP890413-0243  713 0.009298987 run-1
51 0 AP890602-0272  714 0.009298987 run-1
51 0 AP890107-0160  715 0.009298987 run-1
51 0 AP890621-0238  716 0.009298987 run-1
51 0 AP890727-0042  717 0.009298987 run-1
51 0 AP890603-0150  718 0.009298987 run-1
51 0 AP890920-0131  719 0.009298987 run-1
51 0 AP891207-0246  720 0.009298987 run-1
51 0 AP891117-0207  721 0.009298987 run-1
51 0 AP890719-0295  722 0.009298987 run-1
51 0 AP891208-0227  723 0.009298987 run-1
51 0 AP891118-0182  724 0.009298987 run-1
51 0 AP890505-0021  725 0.009198164 run-1
51 0 AP890617-0131  726 0.009198164 run-1
51 0 AP890120-0254  727 0.009198164 run-1
51 0 AP891212-0267  728 0.009198164 run-1
51 0 AP890715-0074  729 0.009198164 run-1
51 0 AP891021-0087  730 0.009198164 run-1
51 0 AP890927-0017  731 0.009198164 run-1
51 0 AP891125-0070  732 0.009198164 run-1
51 0 AP891023-0023  733 0.009198164 run-1
51 0 AP890709-0052  734 0.009198164 run-1
51 0 AP890228-0021  735 0.009198164 run-1
51 0 AP890209-0265  736 0.009198164 run-1
51 0 AP890219-0106  737 0.009198164 run-1
51 0 AP891208-0201  738 0.009198164 run-1
51 0 AP890109-0314  739 0.009198164 run-1
51 0 AP890109-0347  740 0.009198164 run-1
51 0 AP890623-0207  741 0.0071860654 run-1
51 0 AP890301-0243  742 0.0071860654 run-1
51 0 AP891228-0161  743 0.0071860654 run-1
51 0 AP890623-0236  744 0.0071860654 run-1
51 0 AP890519-0230  745 0.0071860654 run-1
51 0 AP891210-0046  746 0.0071860654 run-1
51 0 AP891102-0284  747 0.0071860654 run-1
51 0 AP891025-0294  748 0.0071860654 run-1
51 0 AP890110-0258  749 0.0071860654 run-1
51 0 AP891211-0005  750 0.0071860654 run-1
51 0 AP890503-0265  751 0.0071860654 run-1
51 0 AP890425-0231  752 0.0071860654 run-1
51 0 AP890102-0094  753 0.0071860654 run-1
51 0 AP891120-0212  754 0.0071860654 run-1
51 0 AP890713-0028  755 0.0071860654 run-1
51 0 AP890713-0037  756 0.0071860654 run-1
51 0 AP890111-0017  757 0.0071860654 run-1
51 0 AP890503-0311  758 0.0071860654 run-1
51 0 AP891111-0099  759 0.0071860654 run-1
51 0 AP890103-0012  760 0.0071860654 run-1
51 0 AP890608-0018  761 0.0071860654 run-1
51 0 AP891018-0230  762 0.0071860654 run-1
51 0 AP890906-0112  763 0.0071860654 run-1
51 0 AP890704-0075  764 0.0071860654 run-1
51 0 AP890625-0081  765 0.0071860654 run-1
51 0 AP891211-0207  766 0.0071860654 run-1
51 0 AP890223-0032  767 0.0071860654 run-1
51 0 AP891211-0287  768 0.0071860654 run-1
51 0 AP890617-0023  769 0.0071860654 run-1
51 0 AP890923-0071  770 0.0071860654 run-1
51 0 AP890311-0083  771 0.0071860654 run-1
51 0 AP890915-0014  772 0.0071860654 run-1
51 0 AP891122-0003  773 0.0071860654 run-1
51 0 AP891220-0198  774 0.0071860654 run-1
51 0 AP890505-0010  775 0.0071860654 run-1
51 0 AP890128-0021  776 0.0071860654 run-1
51 0 AP891122-0099  777 0.0071860654 run-1
51 0 AP890915-0129  778 0.0071860654 run-1
51 0 AP890214-0159  779 0.0071860654 run-1
51 0 AP890819-0070  780 0.0071860654 run-1
51 0 AP890810-0017  781 0.0071860654 run-1
51 0 AP890801-0049  782 0.0071860654 run-1
51 0 AP890714-0173  783 0.0071860654 run-1
51 0 AP890514-0009  784 0.0071860654 run-1
51 0 AP890330-0192  785 0.0071860654 run-1
51 0 AP890724-0019  786 0.0071860654 run-1
51 0 AP890907-0167  787 0.0071860654 run-1
51 0 AP890427-0135  788 0.0071860654 run-1
51 0 AP890925-0079  789 0.0071860654 run-1
51 0 AP890609-0150  790 0.0071860654 run-1
51 0 AP891106-0020  791 0.0071860654 run-1
51 0 AP890627-0103  792 0.0071860654 run-1
51 0 AP891221-0094  793 0.0071860654 run-1
51 0 AP890801-0144  794 0.0071860654 run-1
51 0 AP891213-0010  795 0.0071860654 run-1
51 0 AP890619-0105  796 0.0071860654 run-1
51 0 AP891012-0011  797 0.0071860654 run-1
51 0 AP890105-0019  798 0.0071860654 run-1
51 0 AP890801-0215  799 0.0071860654 run-1
51 0 AP891213-0084  800 0.0071860654 run-1
51 0 AP890224-0116  801 0.0071860654 run-1
51 0 AP890305-0017  802 0.0071860654 run-1
51 0 AP891028-0094  803 0.0071860654 run-1
51 0 AP890706-0228  804 0.0071860654 run-1
51 0 AP890715-0101  805 0.0071860654 run-1
51 0 AP890420-0015  806 0.0071860654 run-1
51 0 AP890619-0217  807 0.0071860654 run-1
51 0 AP890428-0011  808 0.0071860654 run-1
51 0 AP890601-0129  809 0.0071860654 run-1
51 0 AP890306-0016  810 0.0071860654 run-1
51 0 AP890314-0026  811 0.0071860654 run-1
51 0 AP890506-0104  812 0.0071860654 run-1
51 0 AP891222-0023  813 0.0071860654 run-1
51 0 AP890716-0011  814 0.0071860654 run-1
51 0 AP890725-0023  815 0.0071860654 run-1
51 0 AP890802-0092  816 0.0071860654 run-1
51 0 AP890130-0171  817 0.0071860654 run-1
51 0 AP891107-0021  818 0.0071860654 run-1
51 0 AP890802-0154  819 0.0071860654 run-1
51 0 AP890707-0132  820 0.0071860654 run-1
51 0 AP891115-0107  821 0.0071860654 run-1
51 0 AP890601-0267  822 0.0071860654 run-1
51 0 AP890420-0204  823 0.0071860654 run-1
51 0 AP890508-0014  824 0.0071860654 run-1
51 0 AP890811-0242  825 0.0071860654 run-1
51 0 AP890404-0053  826 0.0071860654 run-1
51 0 AP890404-0062  827 0.0071860654 run-1
51 0 AP890516-0092  828 0.0071860654 run-1
51 0 AP890629-0004  829 0.0071860654 run-1
51 0 AP891124-0179  830 0.0071860654 run-1
51 0 AP890620-0186  831 0.0071860654 run-1
51 0 AP890208-0116  832 0.0071860654 run-1
51 0 AP890831-0141  833 0.0071860654 run-1
51 0 AP890429-0056  834 0.0071860654 run-1
51 0 AP891013-0092  835 0.0071860654 run-1
51 0 AP890909-0122  836 0.0071860654 run-1
51 0 AP890612-0187  837 0.0071860654 run-1
51 0 AP891116-0014  838 0.0071860654 run-1
51 0 AP890315-0063  839 0.0071860654 run-1
51 0 AP890629-0124  840 0.0071860654 run-1
51 0 AP891022-0064  841 0.0071860654 run-1
51 0 AP891215-0006  842 0.0071860654 run-1
51 0 AP890404-0247  843 0.0071860654 run-1
51 0 AP890629-0157  844 0.0071860654 run-1
51 0 AP890131-0231  845 0.0071860654 run-1
51 0 AP891031-0019  846 0.0071860654 run-1
51 0 AP891116-0101  847 0.0071860654 run-1
51 0 AP890927-0117  848 0.0071860654 run-1
51 0 AP890629-0221  849 0.0071860654 run-1
51 0 AP890227-0118  850 0.0071860654 run-1
51 0 AP891014-0081  851 0.0071860654 run-1
51 0 AP891206-0209  852 0.0071860654 run-1
51 0 AP890201-0038  853 0.0071860654 run-1
51 0 AP890315-0232  854 0.0071860654 run-1
51 0 AP891005-0219  855 0.0071860654 run-1
51 0 AP890227-0199  856 0.0071860654 run-1
51 0 AP890324-0179  857 0.0071860654 run-1
51 0 AP890726-0243  858 0.0071860654 run-1
51 0 AP890315-0271  859 0.0071860654 run-1
51 0 AP890726-0252  860 0.0071860654 run-1
51 0 AP890630-0028  861 0.0071860654 run-1
51 0 AP891225-0071  862 0.0071860654 run-1
51 0 AP890308-0007  863 0.0071860654 run-1
51 0 AP890710-0120  864 0.0071860654 run-1
51 0 AP890718-0251  865 0.0071860654 run-1
51 0 AP891006-0014  866 0.0071860654 run-1
51 0 AP890911-0186  867 0.0071860654 run-1
51 0 AP890710-0148  868 0.0071860654 run-1
51 0 AP891031-0234  869 0.0071860654 run-1
51 0 AP891226-0014  870 0.0071860654 run-1
51 0 AP890928-0025  871 0.0071860654 run-1
51 0 AP890227-0287  872 0.0071860654 run-1
51 0 AP890201-0175  873 0.0071860654 run-1
51 0 AP891016-0019  874 0.0071860654 run-1
51 0 AP890316-0054  875 0.0071860654 run-1
51 0 AP890710-0180  876 0.0071860654 run-1
51 0 AP890308-0090  877 0.0071860654 run-1
51 0 AP890109-0013  878 0.0071860654 run-1
51 0 AP890630-0169  879 0.0071860654 run-1
51 0 AP890316-0108  880 0.0071860654 run-1
51 0 AP890614-0014  881 0.0071860654 run-1
51 0 AP891101-0078  882 0.0071860654 run-1
51 0 AP890630-0222  883 0.0071860654 run-1
51 0 AP891207-0249  884 0.0071860654 run-1
51 0 AP890125-0030  885 0.0071860654 run-1
51 0 AP890210-0035  886 0.0071860654 run-1
51 0 AP890526-0130  887 0.0071860654 run-1
51 0 AP890510-0109  888 0.0071860654 run-1
51 0 AP890316-0258  889 0.0071860654 run-1
51 0 AP890327-0008  890 0.0071860654 run-1
51 0 AP891217-0036  891 0.0071860654 run-1
51 0 AP890518-0193  892 0.0071860654 run-1
51 0 AP891217-0047  893 0.0071860654 run-1
51 0 AP890727-0284  894 0.0071860654 run-1
51 0 AP891227-0087  895 0.0071860654 run-1
51 0 AP890118-0018  896 0.0071860654 run-1
51 0 AP891109-0257  897 0.0071860654 run-1
51 0 AP890921-0042  898 0.0071860654 run-1
51 0 AP890711-0210  899 0.0071860654 run-1
51 0 AP891007-0098  900 0.0071860654 run-1
51 0 AP890702-0014  901 0.0071860654 run-1
51 0 AP890424-0250  902 0.0071860654 run-1
51 0 AP890510-0282  903 0.0071860654 run-1
51 0 AP890728-0117  904 0.0071860654 run-1
51 0 AP891129-0002  905 0.0071860654 run-1
51 0 AP891129-0019  906 0.0071860654 run-1
51 0 AP891129-0027  907 0.0071860654 run-1
51 0 AP890807-0054  908 0.0071860654 run-1
51 0 AP891218-0195  909 0.0071860654 run-1
51 0 AP891120-0014  910 0.0071860654 run-1
51 0 AP890310-0235  911 0.0059513515 run-1
51 0 AP890731-0095  912 0.0059513515 run-1
51 0 AP890311-0051  913 0.0059513515 run-1
51 0 AP890818-0153  914 0.0059513515 run-1
51 0 AP891009-0083  915 0.004599082 run-1
51 0 AP890407-0255  916 0.004599082 run-1
51 0 AP890110-0255  917 0.004599082 run-1
51 0 AP890328-0187  918 0.004599082 run-1
51 0 AP890425-0229  919 0.004599082 run-1
51 0 AP890318-0162  920 0.004599082 run-1
51 0 AP890318-0163  921 0.004599082 run-1
51 0 AP890127-0236  922 0.004599082 run-1
51 0 AP890504-0298  923 0.004599082 run-1
51 0 AP890714-0113  924 0.004599082 run-1
51 0 AP891122-0120  925 0.004599082 run-1
51 0 AP890104-0213  926 0.004599082 run-1
51 0 AP890427-0169  927 0.004599082 run-1
51 0 AP890609-0202  928 0.004599082 run-1
51 0 AP890427-0226  929 0.004599082 run-1
51 0 AP890313-0194  930 0.004599082 run-1
51 0 AP890106-0018  931 0.004599082 run-1
51 0 AP890927-0001  932 0.004599082 run-1
51 0 AP890404-0191  933 0.004599082 run-1
51 0 AP890909-0154  934 0.004599082 run-1
51 0 AP890123-0254  935 0.004599082 run-1
51 0 AP890209-0010  936 0.004599082 run-1
51 0 AP890107-0104  937 0.004599082 run-1
51 0 AP890217-0178  938 0.004599082 run-1
51 0 AP890726-0241  939 0.004599082 run-1
51 0 AP890630-0025  940 0.004599082 run-1
51 0 AP890308-0027  941 0.004599082 run-1
51 0 AP890710-0162  942 0.004599082 run-1
51 0 AP890316-0195  943 0.004599082 run-1
51 0 AP891006-0215  944 0.004599082 run-1
51 0 AP890526-0222  945 0.004599082 run-1
51 0 AP890719-0230  946 0.004599082 run-1
51 0 AP890316-0286  947 0.004599082 run-1
51 0 AP890406-0268  948 0.004599082 run-1
51 0 AP891227-0163  949 0.004599082 run-1
51 0 AP890109-0331  950 0.004599082 run-1
51 0 AP890126-0011  951 0.004599082 run-1
51 0 AP890118-0243  952 0.004599082 run-1
52 0 AP891108-0136  1 0.22695106 run-1
52 0 AP890919-0185  2 0.17308535 run-1
52 0 AP890306-0002  3 0.1622675 run-1
52 0 AP890719-0142  4 0.1603933 run-1
52 0 AP890222-0238  5 0.15711996 run-1
52 0 AP890201-0082  6 0.14604075 run-1
52 0 AP890509-0090  7 0.13522293 run-1
52 0 AP891103-0068  8 0.13366108 run-1
52 0 AP890606-0166  9 0.13251847 run-1
52 0 AP890125-0060  10 0.13251847 run-1
52 0 AP890601-0227  11 0.12981401 run-1
52 0 AP890324-0116  12 0.12981401 run-1
52 0 AP890325-0057  13 0.12981401 run-1
52 0 AP890630-0109  14 0.12981401 run-1
52 0 AP890710-0151  15 0.12981401 run-1
52 0 AP890801-0196  16 0.122204416 run-1
52 0 AP890104-0081  17 0.121475264 run-1
52 0 AP891103-0256  18 0.12029497 run-1
52 0 AP890504-0122  19 0.12029497 run-1
52 0 AP890327-0075  20 0.116128646 run-1
52 0 AP890604-0024  21 0.11539023 run-1
52 0 AP890328-0184  22 0.11539023 run-1
52 0 AP890906-0148  23 0.11539023 run-1
52 0 AP890106-0055  24 0.11358726 run-1
52 0 AP890106-0118  25 0.11358726 run-1
52 0 AP890210-0091  26 0.11268577 run-1
52 0 AP890515-0168  27 0.11268577 run-1
52 0 AP890109-0085  28 0.11043206 run-1
52 0 AP890212-0001  29 0.11043206 run-1
52 0 AP891113-0088  30 0.109111086 run-1
52 0 AP891006-0159  31 0.109111086 run-1
52 0 AP890324-0026  32 0.10752652 run-1
52 0 AP890504-0101  33 0.10752652 run-1
52 0 AP890104-0048  34 0.107051484 run-1
52 0 AP890105-0107  35 0.107051484 run-1
52 0 AP890516-0124  36 0.10692886 run-1
52 0 AP890128-0099  37 0.10537599 run-1
52 0 AP891116-0200  38 0.10537599 run-1
52 0 AP890406-0102  39 0.10474664 run-1
52 0 AP890719-0164  40 0.10474664 run-1
52 0 AP890502-0191  41 0.10322546 run-1
52 0 AP890512-0180  42 0.10322546 run-1
52 0 AP891028-0117  43 0.10229164 run-1
52 0 AP890425-0200  44 0.09938885 run-1
52 0 AP890511-0033  45 0.09938885 run-1
52 0 AP890529-0072  46 0.09736051 run-1
52 0 AP890114-0105  47 0.09736051 run-1
52 0 AP890115-0082  48 0.09736051 run-1
52 0 AP891116-0251  49 0.09736051 run-1
52 0 AP890310-0128  50 0.09677387 run-1
52 0 AP890803-0227  51 0.09677387 run-1
52 0 AP890508-0055  52 0.09677387 run-1
52 0 AP890719-0135  53 0.09677387 run-1
52 0 AP890123-0053  54 0.09408571 run-1
52 0 AP890406-0166  55 0.09356276 run-1
52 0 AP890730-0033  56 0.09014862 run-1
52 0 AP890312-0013  57 0.09014862 run-1
52 0 AP890810-0172  58 0.09014862 run-1
52 0 AP890815-0156  59 0.09014862 run-1
52 0 AP890922-0110  60 0.09014862 run-1
52 0 AP890718-0104  61 0.09014862 run-1
52 0 AP890821-0048  62 0.08924713 run-1
52 0 AP891003-0173  63 0.08865276 run-1
52 0 AP890517-0159  64 0.08837998 run-1
52 0 AP890822-0137  65 0.08834565 run-1
52 0 AP890823-0081  66 0.08834565 run-1
52 0 AP890616-0062  67 0.08834565 run-1
52 0 AP891117-0025  68 0.08834565 run-1
52 0 AP890703-0171  69 0.08834565 run-1
52 0 AP891121-0115  70 0.08834565 run-1
52 0 AP891126-0063  71 0.08834565 run-1
52 0 AP891025-0196  72 0.08728887 run-1
52 0 AP891109-0236  73 0.08728887 run-1
52 0 AP890906-0159  74 0.08728887 run-1
52 0 AP890524-0218  75 0.08654267 run-1
52 0 AP890319-0027  76 0.08654267 run-1
52 0 AP890328-0182  77 0.08654267 run-1
52 0 AP890120-0267  78 0.08654267 run-1
52 0 AP890419-0172  79 0.08654267 run-1
52 0 AP891116-0231  80 0.08654267 run-1
52 0 AP890429-0048  81 0.08654267 run-1
52 0 AP890223-0202  82 0.08654267 run-1
52 0 AP890505-0224  83 0.08654267 run-1
52 0 AP890514-0023  84 0.08654267 run-1
52 0 AP890311-0049  85 0.086021215 run-1
52 0 AP891101-0117  86 0.086021215 run-1
52 0 AP890715-0026  87 0.086021215 run-1
52 0 AP890925-0189  88 0.086021215 run-1
52 0 AP890103-0041  89 0.08451433 run-1
52 0 AP890512-0230  90 0.08451433 run-1
52 0 AP890116-0032  91 0.08225779 run-1
52 0 AP890607-0145  92 0.08183332 run-1
52 0 AP890210-0102  93 0.08183332 run-1
52 0 AP890115-0015  94 0.08113375 run-1
52 0 AP890203-0168  95 0.08113375 run-1
52 0 AP890504-0147  96 0.08113375 run-1
52 0 AP890505-0111  97 0.08113375 run-1
52 0 AP890618-0030  98 0.08064489 run-1
52 0 AP890224-0078  99 0.08064489 run-1
52 0 AP890227-0006  100 0.08064489 run-1
52 0 AP891018-0129  101 0.08019665 run-1
52 0 AP890116-0077  102 0.08019665 run-1
52 0 AP890621-0205  103 0.08019665 run-1
52 0 AP890314-0045  104 0.079032 run-1
52 0 AP890116-0108  105 0.079032 run-1
52 0 AP890608-0187  106 0.079032 run-1
52 0 AP890825-0055  107 0.079032 run-1
52 0 AP890617-0138  108 0.079032 run-1
52 0 AP890214-0005  109 0.079032 run-1
52 0 AP890706-0142  110 0.079032 run-1
52 0 AP890917-0061  111 0.079032 run-1
52 0 AP891125-0033  112 0.079032 run-1
52 0 AP890920-0104  113 0.079032 run-1
52 0 AP890103-0094  114 0.07888004 run-1
52 0 AP890825-0052  115 0.07888004 run-1
52 0 AP890103-0093  116 0.077419095 run-1
52 0 AP890523-0004  117 0.077419095 run-1
52 0 AP890524-0099  118 0.077419095 run-1
52 0 AP890803-0055  119 0.077419095 run-1
52 0 AP891020-0116  120 0.077419095 run-1
52 0 AP891026-0193  121 0.077419095 run-1
52 0 AP890621-0109  122 0.077419095 run-1
52 0 AP890418-0047  123 0.077419095 run-1
52 0 AP890206-0081  124 0.077419095 run-1
52 0 AP891114-0191  125 0.077419095 run-1
