51 0 AP890908-0122  1 0.21424866 myalgo-run-1
51 0 AP891204-0168  483 0.0469974 myalgo-run-1
51 0 AP890504-0126  484 0.046865024 myalgo-run-1
51 0 AP890620-0066  485 0.046865024 myalgo-run-1
51 0 AP890915-0103  486 0.046865024 myalgo-run-1
51 0 AP890217-0173  487 0.046686012 myalgo-run-1
51 0 AP890303-0056  488 0.046686012 myalgo-run-1
51 0 AP890406-0053  489 0.046686012 myalgo-run-1
51 0 AP890627-0238  490 0.046686012 myalgo-run-1
51 0 AP890823-0230  491 0.046686012 myalgo-run-1
51 0 AP890916-0075  492 0.046686012 myalgo-run-1
51 0 AP890921-0282  493 0.046686012 myalgo-run-1
51 0 AP890926-0245  494 0.046686012 myalgo-run-1
51 0 AP891027-0202  495 0.046686012 myalgo-run-1
51 0 AP891219-0243  496 0.046686012 myalgo-run-1
51 0 AP890109-0329  497 0.04667417 myalgo-run-1
51 0 AP890207-0068  498 0.04667417 myalgo-run-1
51 0 AP890212-0096  499 0.04667417 myalgo-run-1
51 0 AP890228-0183  500 0.04667417 myalgo-run-1
51 0 AP890310-0301  501 0.04667417 myalgo-run-1
51 0 AP890410-0244  502 0.04667417 myalgo-run-1
51 0 AP890430-0041  503 0.04667417 myalgo-run-1
51 0 AP890502-0010  504 0.04667417 myalgo-run-1
51 0 AP890525-0113  505 0.04667417 myalgo-run-1
51 0 AP890830-0211  506 0.04667417 myalgo-run-1
51 0 AP891009-0201  507 0.04667417 myalgo-run-1
51 0 AP891024-0115  508 0.04667417 myalgo-run-1
51 0 AP890128-0069  509 0.04659031 myalgo-run-1
51 0 AP890315-0141  510 0.04659031 myalgo-run-1
51 0 AP890227-0334  511 0.04651172 myalgo-run-1
51 0 AP890822-0151  512 0.04651172 myalgo-run-1
51 0 AP891220-0257  513 0.04651172 myalgo-run-1
51 0 AP891020-0274  514 0.04642559 myalgo-run-1
51 0 AP891003-0103  515 0.045990817 myalgo-run-1
51 0 AP890223-0287  516 0.04575229 myalgo-run-1
51 0 AP891019-0143  517 0.04575229 myalgo-run-1
51 0 AP890120-0009  518 0.045740686 myalgo-run-1
51 0 AP890210-0039  519 0.045740686 myalgo-run-1
51 0 AP890215-0091  520 0.045740686 myalgo-run-1
51 0 AP890226-0104  521 0.045740686 myalgo-run-1
51 0 AP890410-0243  522 0.045740686 myalgo-run-1
51 0 AP890609-0226  523 0.045740686 myalgo-run-1
51 0 AP890811-0207  524 0.045740686 myalgo-run-1
51 0 AP890822-0134  525 0.045740686 myalgo-run-1
51 0 AP890907-0222  526 0.045740686 myalgo-run-1
51 0 AP891020-0122  527 0.045740686 myalgo-run-1
51 0 AP891129-0258  528 0.045740686 myalgo-run-1
51 0 AP891212-0013  529 0.045740686 myalgo-run-1
51 0 AP890713-0130  530 0.045487285 myalgo-run-1
51 0 AP891008-0025  531 0.045487285 myalgo-run-1
51 0 AP890109-0138  532 0.044818573 myalgo-run-1
51 0 AP890113-0245  533 0.044818573 myalgo-run-1
51 0 AP890118-0305  534 0.044818573 myalgo-run-1
51 0 AP890119-0262  535 0.044818573 myalgo-run-1
51 0 AP890301-0117  536 0.044818573 myalgo-run-1
51 0 AP890328-0207  537 0.044818573 myalgo-run-1
51 0 AP890517-0269  538 0.044818573 myalgo-run-1
51 0 AP890906-0218  539 0.044818573 myalgo-run-1
51 0 AP890911-0251  540 0.044818573 myalgo-run-1
51 0 AP890417-0244  541 0.044807203 myalgo-run-1
51 0 AP890417-0248  542 0.044807203 myalgo-run-1
51 0 AP890502-0046  543 0.044807203 myalgo-run-1
51 0 AP890512-0265  544 0.044807203 myalgo-run-1
51 0 AP890512-0273  545 0.044807203 myalgo-run-1
51 0 AP890609-0235  546 0.044807203 myalgo-run-1
51 0 AP890609-0250  547 0.044807203 myalgo-run-1
51 0 AP890609-0255  548 0.044807203 myalgo-run-1
51 0 AP890704-0038  549 0.044807203 myalgo-run-1
51 0 AP890704-0141  550 0.044807203 myalgo-run-1
51 0 AP890705-0024  551 0.044807203 myalgo-run-1
51 0 AP891221-0020  552 0.044807203 myalgo-run-1
51 0 AP890116-0147  553 0.044517424 myalgo-run-1
51 0 AP890127-0124  554 0.044517424 myalgo-run-1
51 0 AP890208-0109  555 0.044517424 myalgo-run-1
51 0 AP890209-0113  556 0.044517424 myalgo-run-1
51 0 AP890210-0141  557 0.044517424 myalgo-run-1
51 0 AP890218-0048  558 0.044517424 myalgo-run-1
51 0 AP890301-0172  559 0.044517424 myalgo-run-1
51 0 AP890517-0100  560 0.044517424 myalgo-run-1
51 0 AP890602-0262  561 0.044517424 myalgo-run-1
51 0 AP890616-0084  562 0.044517424 myalgo-run-1
51 0 AP890722-0043  563 0.044517424 myalgo-run-1
51 0 AP890803-0107  564 0.044517424 myalgo-run-1
51 0 AP891107-0145  565 0.044517424 myalgo-run-1
51 0 AP891129-0129  566 0.044517424 myalgo-run-1
51 0 AP891208-0164  567 0.044517424 myalgo-run-1
51 0 AP891223-0001  568 0.044517424 myalgo-run-1
51 0 AP890207-0222  569 0.044100005 myalgo-run-1
51 0 AP890215-0162  570 0.044100005 myalgo-run-1
51 0 AP890221-0219  571 0.044100005 myalgo-run-1
51 0 AP890304-0137  572 0.044100005 myalgo-run-1
51 0 AP890306-0276  573 0.044100005 myalgo-run-1
51 0 AP890309-0128  574 0.044100005 myalgo-run-1
51 0 AP890320-0305  575 0.044100005 myalgo-run-1
51 0 AP890407-0214  576 0.044100005 myalgo-run-1
51 0 AP890407-0262  577 0.044100005 myalgo-run-1
51 0 AP890527-0057  578 0.044100005 myalgo-run-1
51 0 AP890530-0248  579 0.044100005 myalgo-run-1
51 0 AP890606-0179  580 0.044100005 myalgo-run-1
51 0 AP890612-0146  581 0.044100005 myalgo-run-1
51 0 AP890705-0151  582 0.044100005 myalgo-run-1
51 0 AP890706-0039  583 0.044100005 myalgo-run-1
51 0 AP890711-0131  584 0.044100005 myalgo-run-1
51 0 AP890718-0098  585 0.044100005 myalgo-run-1
51 0 AP890728-0178  586 0.044100005 myalgo-run-1
51 0 AP890731-0045  587 0.044100005 myalgo-run-1
51 0 AP890828-0154  588 0.044100005 myalgo-run-1
51 0 AP890912-0099  589 0.044100005 myalgo-run-1
51 0 AP890915-0192  590 0.044100005 myalgo-run-1
51 0 AP890926-0217  591 0.044100005 myalgo-run-1
51 0 AP891003-0253  592 0.044100005 myalgo-run-1
51 0 AP891024-0131  593 0.044100005 myalgo-run-1
51 0 AP891024-0280  594 0.044100005 myalgo-run-1
51 0 AP891027-0141  595 0.044100005 myalgo-run-1
51 0 AP891206-0168  596 0.044100005 myalgo-run-1
51 0 AP891220-0156  597 0.044100005 myalgo-run-1
51 0 AP891221-0174  598 0.044100005 myalgo-run-1
51 0 AP890515-0261  599 0.04406006 myalgo-run-1
51 0 AP890719-0233  600 0.04406006 myalgo-run-1
51 0 AP890801-0113  601 0.04406006 myalgo-run-1
51 0 AP890928-0041  602 0.04406006 myalgo-run-1
51 0 AP891029-0003  603 0.04406006 myalgo-run-1
51 0 AP891219-0185  604 0.04406006 myalgo-run-1
51 0 AP890126-0180  605 0.044025563 myalgo-run-1
51 0 AP890323-0186  606 0.044025563 myalgo-run-1
51 0 AP890810-0076  607 0.044025563 myalgo-run-1
51 0 AP890816-0056  608 0.044025563 myalgo-run-1
51 0 AP890818-0086  609 0.044025563 myalgo-run-1
51 0 AP890928-0084  610 0.044025563 myalgo-run-1
51 0 AP891109-0122  611 0.044025563 myalgo-run-1
51 0 AP890519-0079  612 0.04382184 myalgo-run-1
51 0 AP890106-0047  613 0.043667793 myalgo-run-1
51 0 AP890609-0274  614 0.043667793 myalgo-run-1
51 0 AP890713-0113  615 0.043667793 myalgo-run-1
51 0 AP890727-0208  616 0.043667793 myalgo-run-1
51 0 AP890803-0196  617 0.043667793 myalgo-run-1
51 0 AP890806-0054  618 0.043667793 myalgo-run-1
51 0 AP890812-0144  619 0.043667793 myalgo-run-1
51 0 AP891121-0248  620 0.043667793 myalgo-run-1
51 0 AP890211-0063  621 0.04347405 myalgo-run-1
51 0 AP890309-0067  622 0.04347405 myalgo-run-1
51 0 AP890405-0161  623 0.04347405 myalgo-run-1
51 0 AP890405-0250  624 0.04347405 myalgo-run-1
51 0 AP890413-0086  625 0.04347405 myalgo-run-1
51 0 AP890505-0133  626 0.04347405 myalgo-run-1
51 0 AP890530-0116  627 0.04347405 myalgo-run-1
51 0 AP890530-0189  628 0.04347405 myalgo-run-1
51 0 AP890720-0278  629 0.04347405 myalgo-run-1
51 0 AP890722-0044  630 0.04347405 myalgo-run-1
51 0 AP891123-0148  631 0.04347405 myalgo-run-1
51 0 AP891202-0105  632 0.04347405 myalgo-run-1
51 0 AP890303-0071  633 0.043410942 myalgo-run-1
51 0 AP890518-0262  634 0.043410942 myalgo-run-1
51 0 AP891014-0030  635 0.043410942 myalgo-run-1
51 0 AP890620-0090  636 0.04317886 myalgo-run-1
51 0 AP891026-0157  637 0.04317886 myalgo-run-1
51 0 AP891108-0044  638 0.04317886 myalgo-run-1
51 0 AP890112-0111  639 0.04314505 myalgo-run-1
51 0 AP890227-0100  640 0.04314505 myalgo-run-1
51 0 AP890522-0175  641 0.04314505 myalgo-run-1
51 0 AP890628-0155  642 0.04314505 myalgo-run-1
51 0 AP890712-0255  643 0.04314505 myalgo-run-1
51 0 AP890712-0261  644 0.04314505 myalgo-run-1
51 0 AP890811-0087  645 0.04314505 myalgo-run-1
51 0 AP890922-0095  646 0.04314505 myalgo-run-1
51 0 AP890925-0181  647 0.04314505 myalgo-run-1
51 0 AP891122-0253  648 0.04314505 myalgo-run-1
51 0 AP890202-0142  649 0.04313918 myalgo-run-1
51 0 AP890520-0016  650 0.04313918 myalgo-run-1
51 0 AP890717-0106  651 0.04313918 myalgo-run-1
51 0 AP890810-0080  652 0.04313918 myalgo-run-1
51 0 AP890918-0116  653 0.04311639 myalgo-run-1
51 0 AP891024-0145  654 0.04311639 myalgo-run-1
51 0 AP891128-0218  655 0.04311639 myalgo-run-1
51 0 AP891129-0025  656 0.04311639 myalgo-run-1
51 0 AP891218-0055  657 0.04311639 myalgo-run-1
51 0 AP890304-0157  658 0.04306641 myalgo-run-1
51 0 AP890317-0028  659 0.04306641 myalgo-run-1
51 0 AP890317-0136  660 0.04306641 myalgo-run-1
51 0 AP890329-0152  661 0.04306641 myalgo-run-1
51 0 AP890412-0031  662 0.04306641 myalgo-run-1
51 0 AP890420-0265  663 0.04306641 myalgo-run-1
51 0 AP890503-0047  664 0.04306641 myalgo-run-1
51 0 AP890702-0046  665 0.04306641 myalgo-run-1
51 0 AP890711-0175  666 0.04306641 myalgo-run-1
51 0 AP890817-0036  667 0.04306641 myalgo-run-1
51 0 AP890927-0190  668 0.04306641 myalgo-run-1
51 0 AP891004-0075  669 0.04306641 myalgo-run-1
51 0 AP891010-0243  670 0.04306641 myalgo-run-1
51 0 AP891023-0041  671 0.04306641 myalgo-run-1
51 0 AP891124-0169  672 0.04306641 myalgo-run-1
51 0 AP891208-0292  673 0.04306641 myalgo-run-1
51 0 AP891218-0125  674 0.04306641 myalgo-run-1
51 0 AP891226-0106  675 0.04306641 myalgo-run-1
51 0 AP890307-0235  676 0.042699657 myalgo-run-1
51 0 AP890503-0113  677 0.042699657 myalgo-run-1
51 0 AP890508-0126  678 0.042699657 myalgo-run-1
51 0 AP891115-0108  679 0.042604566 myalgo-run-1
51 0 AP890528-0064  680 0.042528894 myalgo-run-1
51 0 AP890917-0053  681 0.042528894 myalgo-run-1
51 0 AP890207-0122  682 0.042297658 myalgo-run-1
51 0 AP890310-0060  683 0.042297658 myalgo-run-1
51 0 AP890314-0304  684 0.042297658 myalgo-run-1
51 0 AP890710-0021  685 0.042297658 myalgo-run-1
51 0 AP890830-0227  686 0.042297658 myalgo-run-1
51 0 AP891208-0060  687 0.042297658 myalgo-run-1
51 0 AP891218-0208  688 0.042297658 myalgo-run-1
51 0 AP890327-0079  689 0.042276394 myalgo-run-1
51 0 AP890811-0219  690 0.042276394 myalgo-run-1
51 0 AP891002-0299  691 0.042276394 myalgo-run-1
51 0 AP891127-0087  692 0.042276394 myalgo-run-1
51 0 AP891128-0085  693 0.042276394 myalgo-run-1
51 0 AP890302-0078  694 0.04226454 myalgo-run-1
51 0 AP890809-0299  695 0.04226454 myalgo-run-1
51 0 AP890119-0027  696 0.042254064 myalgo-run-1
51 0 AP890317-0131  697 0.042254064 myalgo-run-1
51 0 AP890419-0189  698 0.042254064 myalgo-run-1
51 0 AP890914-0069  699 0.042254064 myalgo-run-1
51 0 AP891030-0178  700 0.042254064 myalgo-run-1
51 0 AP891219-0192  701 0.042254064 myalgo-run-1
51 0 AP890309-0254  702 0.04220508 myalgo-run-1
51 0 AP890323-0139  703 0.04220508 myalgo-run-1
51 0 AP890522-0157  704 0.04220508 myalgo-run-1
51 0 AP890604-0055  705 0.04220508 myalgo-run-1
51 0 AP890608-0027  706 0.04220508 myalgo-run-1
51 0 AP890619-0027  707 0.04220508 myalgo-run-1
51 0 AP890920-0038  708 0.04220508 myalgo-run-1
51 0 AP891118-0042  709 0.04220508 myalgo-run-1
51 0 AP890403-0086  710 0.04186438 myalgo-run-1
51 0 AP890309-0160  711 0.041828237 myalgo-run-1
51 0 AP890421-0240  712 0.041828237 myalgo-run-1
51 0 AP890705-0079  713 0.04141361 myalgo-run-1
51 0 AP890720-0192  714 0.04141361 myalgo-run-1
51 0 AP890108-0094  715 0.041391738 myalgo-run-1
51 0 AP890109-0144  716 0.041391738 myalgo-run-1
51 0 AP890110-0016  717 0.041391738 myalgo-run-1
51 0 AP890115-0012  718 0.041391738 myalgo-run-1
51 0 AP890210-0202  719 0.041391738 myalgo-run-1
51 0 AP890330-0021  720 0.041391738 myalgo-run-1
51 0 AP890427-0221  721 0.041391738 myalgo-run-1
51 0 AP890506-0006  722 0.041391738 myalgo-run-1
51 0 AP890522-0084  723 0.041391738 myalgo-run-1
51 0 AP890605-0084  724 0.041391738 myalgo-run-1
51 0 AP890606-0044  725 0.041391738 myalgo-run-1
51 0 AP890907-0159  726 0.041391738 myalgo-run-1
51 0 AP891002-0261  727 0.041391738 myalgo-run-1
51 0 AP891003-0060  728 0.041391738 myalgo-run-1
51 0 AP891006-0104  729 0.041391738 myalgo-run-1
51 0 AP891018-0037  730 0.041391738 myalgo-run-1
51 0 AP891030-0194  731 0.041391738 myalgo-run-1
51 0 AP891110-0023  732 0.041391738 myalgo-run-1
51 0 AP890322-0013  733 0.04091309 myalgo-run-1
51 0 AP890117-0186  734 0.040701482 myalgo-run-1
51 0 AP890119-0234  735 0.040701482 myalgo-run-1
51 0 AP890218-0057  736 0.040701482 myalgo-run-1
51 0 AP890418-0207  737 0.040701482 myalgo-run-1
51 0 AP890515-0190  738 0.040701482 myalgo-run-1
51 0 AP890717-0156  739 0.040701482 myalgo-run-1
51 0 AP890910-0052  740 0.040701482 myalgo-run-1
51 0 AP890916-0116  741 0.040701482 myalgo-run-1
51 0 AP890121-0159  742 0.040433142 myalgo-run-1
51 0 AP890124-0159  743 0.040433142 myalgo-run-1
51 0 AP890125-0094  744 0.040433142 myalgo-run-1
51 0 AP890130-0094  745 0.040433142 myalgo-run-1
51 0 AP890202-0191  746 0.040433142 myalgo-run-1
51 0 AP890209-0234  747 0.040433142 myalgo-run-1
51 0 AP890214-0229  748 0.040433142 myalgo-run-1
51 0 AP890219-0020  749 0.040433142 myalgo-run-1
51 0 AP890227-0180  750 0.040433142 myalgo-run-1
51 0 AP890314-0161  751 0.040433142 myalgo-run-1
51 0 AP890318-0133  752 0.040433142 myalgo-run-1
51 0 AP890322-0036  753 0.040433142 myalgo-run-1
51 0 AP890325-0023  754 0.040433142 myalgo-run-1
51 0 AP890329-0259  755 0.040433142 myalgo-run-1
51 0 AP890329-0261  756 0.040433142 myalgo-run-1
51 0 AP890404-0158  757 0.040433142 myalgo-run-1
51 0 AP890404-0263  758 0.040433142 myalgo-run-1
51 0 AP890406-0200  759 0.040433142 myalgo-run-1
51 0 AP890409-0057  760 0.040433142 myalgo-run-1
51 0 AP890410-0241  761 0.040433142 myalgo-run-1
51 0 AP890418-0328  762 0.040433142 myalgo-run-1
51 0 AP890421-0116  763 0.040433142 myalgo-run-1
51 0 AP890505-0286  764 0.040433142 myalgo-run-1
51 0 AP890508-0262  765 0.040433142 myalgo-run-1
51 0 AP890510-0085  766 0.040433142 myalgo-run-1
51 0 AP890511-0129  767 0.040433142 myalgo-run-1
51 0 AP890523-0245  768 0.040433142 myalgo-run-1
51 0 AP890525-0094  769 0.040433142 myalgo-run-1
51 0 AP890529-0038  770 0.040433142 myalgo-run-1
51 0 AP890602-0240  771 0.040433142 myalgo-run-1
51 0 AP890605-0053  772 0.040433142 myalgo-run-1
51 0 AP890616-0002  773 0.040433142 myalgo-run-1
51 0 AP890617-0135  774 0.040433142 myalgo-run-1
51 0 AP890708-0066  775 0.040433142 myalgo-run-1
51 0 AP890711-0152  776 0.040433142 myalgo-run-1
51 0 AP890801-0108  777 0.040433142 myalgo-run-1
51 0 AP890816-0062  778 0.040433142 myalgo-run-1
51 0 AP890816-0178  779 0.040433142 myalgo-run-1
51 0 AP890817-0087  780 0.040433142 myalgo-run-1
51 0 AP890828-0258  781 0.040433142 myalgo-run-1
51 0 AP890829-0044  782 0.040433142 myalgo-run-1
51 0 AP890908-0088  783 0.040433142 myalgo-run-1
51 0 AP890909-0056  784 0.040433142 myalgo-run-1
51 0 AP890909-0138  785 0.040433142 myalgo-run-1
51 0 AP890914-0245  786 0.040433142 myalgo-run-1
51 0 AP890921-0073  787 0.040433142 myalgo-run-1
51 0 AP891011-0089  788 0.040433142 myalgo-run-1
51 0 AP891024-0172  789 0.040433142 myalgo-run-1
51 0 AP891108-0241  790 0.040433142 myalgo-run-1
51 0 AP891120-0065  791 0.040433142 myalgo-run-1
51 0 AP891121-0027  792 0.040433142 myalgo-run-1
51 0 AP891226-0207  793 0.040433142 myalgo-run-1
51 0 AP890227-0309  794 0.04031016 myalgo-run-1
51 0 AP890306-0295  795 0.04031016 myalgo-run-1
51 0 AP890823-0021  796 0.04031016 myalgo-run-1
51 0 AP891211-0192  797 0.04031016 myalgo-run-1
51 0 AP891220-0142  798 0.04031016 myalgo-run-1
51 0 AP890130-0148  799 0.03983873 myalgo-run-1
51 0 AP890202-0060  800 0.03983873 myalgo-run-1
51 0 AP890308-0266  801 0.03983873 myalgo-run-1
51 0 AP890309-0257  802 0.03983873 myalgo-run-1
51 0 AP890316-0217  803 0.03983873 myalgo-run-1
51 0 AP890413-0157  804 0.03983873 myalgo-run-1
51 0 AP890413-0306  805 0.03983873 myalgo-run-1
51 0 AP890514-0034  806 0.03983873 myalgo-run-1
51 0 AP890621-0181  807 0.03983873 myalgo-run-1
51 0 AP890712-0148  808 0.03983873 myalgo-run-1
51 0 AP890721-0183  809 0.03983873 myalgo-run-1
51 0 AP890817-0106  810 0.03983873 myalgo-run-1
51 0 AP891201-0159  811 0.03983873 myalgo-run-1
51 0 AP890117-0117  812 0.03962448 myalgo-run-1
51 0 AP890117-0169  813 0.03962448 myalgo-run-1
51 0 AP890120-0040  814 0.03962448 myalgo-run-1
51 0 AP890123-0090  815 0.03962448 myalgo-run-1
51 0 AP890130-0147  816 0.03962448 myalgo-run-1
51 0 AP890201-0129  817 0.03962448 myalgo-run-1
51 0 AP890216-0214  818 0.03962448 myalgo-run-1
51 0 AP890217-0106  819 0.03962448 myalgo-run-1
51 0 AP890224-0062  820 0.03962448 myalgo-run-1
51 0 AP890226-0012  821 0.03962448 myalgo-run-1
51 0 AP890228-0073  822 0.03962448 myalgo-run-1
51 0 AP890304-0105  823 0.03962448 myalgo-run-1
51 0 AP890309-0050  824 0.03962448 myalgo-run-1
51 0 AP890326-0049  825 0.03962448 myalgo-run-1
51 0 AP890420-0266  826 0.03962448 myalgo-run-1
51 0 AP890425-0308  827 0.03962448 myalgo-run-1
51 0 AP890512-0073  828 0.03962448 myalgo-run-1
51 0 AP890526-0084  829 0.03962448 myalgo-run-1
51 0 AP890530-0069  830 0.03962448 myalgo-run-1
51 0 AP890531-0173  831 0.03962448 myalgo-run-1
51 0 AP890601-0339  832 0.03962448 myalgo-run-1
51 0 AP890605-0077  833 0.03962448 myalgo-run-1
51 0 AP890618-0049  834 0.03962448 myalgo-run-1
51 0 AP890703-0081  835 0.03962448 myalgo-run-1
51 0 AP890708-0116  836 0.03962448 myalgo-run-1
51 0 AP890713-0055  837 0.03962448 myalgo-run-1
51 0 AP890717-0219  838 0.03962448 myalgo-run-1
51 0 AP890718-0035  839 0.03962448 myalgo-run-1
51 0 AP890720-0102  840 0.03962448 myalgo-run-1
51 0 AP890723-0008  841 0.03962448 myalgo-run-1
51 0 AP890726-0245  842 0.03962448 myalgo-run-1
51 0 AP890804-0014  843 0.03962448 myalgo-run-1
51 0 AP890812-0061  844 0.03962448 myalgo-run-1
51 0 AP890815-0039  845 0.03962448 myalgo-run-1
51 0 AP890823-0098  846 0.03962448 myalgo-run-1
51 0 AP890901-0011  847 0.03962448 myalgo-run-1
51 0 AP890906-0064  848 0.03962448 myalgo-run-1
51 0 AP891114-0096  849 0.03962448 myalgo-run-1
51 0 AP891114-0260  850 0.03962448 myalgo-run-1
51 0 AP891121-0173  851 0.03962448 myalgo-run-1
51 0 AP891215-0169  852 0.03962448 myalgo-run-1
51 0 AP891216-0060  853 0.03962448 myalgo-run-1
51 0 AP891220-0124  854 0.03962448 myalgo-run-1
51 0 AP890725-0024  855 0.039623007 myalgo-run-1
51 0 AP890203-0225  856 0.03921625 myalgo-run-1
51 0 AP890312-0088  857 0.03921625 myalgo-run-1
51 0 AP890413-0259  858 0.03921625 myalgo-run-1
51 0 AP890717-0022  859 0.03921625 myalgo-run-1
51 0 AP890719-0243  860 0.03921625 myalgo-run-1
51 0 AP890224-0204  861 0.039213974 myalgo-run-1
51 0 AP891129-0183  862 0.039126642 myalgo-run-1
51 0 AP890124-0105  863 0.039038613 myalgo-run-1
51 0 AP891117-0079  864 0.039038613 myalgo-run-1
51 0 AP890125-0095  865 0.038952745 myalgo-run-1
51 0 AP890203-0060  866 0.038952745 myalgo-run-1
51 0 AP890427-0085  867 0.038952745 myalgo-run-1
51 0 AP890613-0174  868 0.038952745 myalgo-run-1
51 0 AP890618-0083  869 0.038952745 myalgo-run-1
51 0 AP890703-0154  870 0.038952745 myalgo-run-1
51 0 AP890806-0044  871 0.038952745 myalgo-run-1
51 0 AP890821-0030  872 0.038952745 myalgo-run-1
51 0 AP891002-0085  873 0.038952745 myalgo-run-1
51 0 AP891013-0123  874 0.038952745 myalgo-run-1
51 0 AP891016-0175  875 0.038952745 myalgo-run-1
51 0 AP891104-0109  876 0.038952745 myalgo-run-1
51 0 AP891114-0067  877 0.038952745 myalgo-run-1
51 0 AP891123-0057  878 0.038952745 myalgo-run-1
51 0 AP890710-0242  879 0.03889806 myalgo-run-1
51 0 AP890103-0034  880 0.038872693 myalgo-run-1
51 0 AP890415-0066  881 0.038872693 myalgo-run-1
51 0 AP890519-0182  882 0.038872693 myalgo-run-1
51 0 AP890521-0008  883 0.038872693 myalgo-run-1
51 0 AP890611-0010  884 0.038872693 myalgo-run-1
51 0 AP890807-0174  885 0.038872693 myalgo-run-1
51 0 AP890902-0128  886 0.038872693 myalgo-run-1
51 0 AP890920-0199  887 0.038872693 myalgo-run-1
51 0 AP891101-0203  888 0.038872693 myalgo-run-1
51 0 AP891205-0004  889 0.038872693 myalgo-run-1
51 0 AP890107-0131  890 0.038815815 myalgo-run-1
51 0 AP890114-0016  891 0.038815815 myalgo-run-1
51 0 AP890129-0084  892 0.038815815 myalgo-run-1
51 0 AP890203-0046  893 0.038815815 myalgo-run-1
51 0 AP890314-0305  894 0.038815815 myalgo-run-1
51 0 AP890318-0141  895 0.038815815 myalgo-run-1
51 0 AP890328-0095  896 0.038815815 myalgo-run-1
51 0 AP890406-0043  897 0.038815815 myalgo-run-1
51 0 AP890412-0271  898 0.038815815 myalgo-run-1
51 0 AP890424-0300  899 0.038815815 myalgo-run-1
51 0 AP890424-0305  900 0.038815815 myalgo-run-1
51 0 AP890425-0281  901 0.038815815 myalgo-run-1
51 0 AP890425-0307  902 0.038815815 myalgo-run-1
51 0 AP890512-0033  903 0.038815815 myalgo-run-1
51 0 AP890523-0214  904 0.038815815 myalgo-run-1
51 0 AP890617-0055  905 0.038815815 myalgo-run-1
51 0 AP890620-0142  906 0.038815815 myalgo-run-1
51 0 AP890701-0136  907 0.038815815 myalgo-run-1
51 0 AP890712-0044  908 0.038815815 myalgo-run-1
51 0 AP890725-0050  909 0.038815815 myalgo-run-1
51 0 AP890725-0220  910 0.038815815 myalgo-run-1
51 0 AP890727-0014  911 0.038815815 myalgo-run-1
51 0 AP890727-0071  912 0.038815815 myalgo-run-1
51 0 AP890727-0157  913 0.038815815 myalgo-run-1
51 0 AP890803-0180  914 0.038815815 myalgo-run-1
51 0 AP890927-0137  915 0.038815815 myalgo-run-1
51 0 AP891006-0277  916 0.038815815 myalgo-run-1
51 0 AP891010-0050  917 0.038815815 myalgo-run-1
51 0 AP891010-0236  918 0.038815815 myalgo-run-1
51 0 AP891012-0260  919 0.038815815 myalgo-run-1
51 0 AP891028-0060  920 0.038815815 myalgo-run-1
51 0 AP891115-0134  921 0.038815815 myalgo-run-1
51 0 AP891124-0014  922 0.038815815 myalgo-run-1
51 0 AP891203-0009  923 0.038815815 myalgo-run-1
51 0 AP890526-0246  924 0.038759768 myalgo-run-1
51 0 AP890103-0093  925 0.038587503 myalgo-run-1
51 0 AP890118-0228  926 0.038587503 myalgo-run-1
51 0 AP890124-0266  927 0.038587503 myalgo-run-1
51 0 AP890209-0103  928 0.038587503 myalgo-run-1
51 0 AP890213-0092  929 0.038587503 myalgo-run-1
